hours-per-week,education,workclass,age,YearofExperience,fnlwgt
20,Doctorate,Self-emp-not-inc,60,6,121076
40,12th,Self-emp-not-inc,33,3.3,182556
40,HS-grad,Private,40,4,231348
52,Some-college,Private,42,4.2,55395
40,HS-grad,Private,34,3.4,344073
52,Assoc-voc,Federal-gov,38,3.8,318912
70,Some-college,Self-emp-not-inc,58,5.8,237546
40,Some-college,Private,20,2,346341
55,Some-college,Private,52,5.2,305090
40,Some-college,Local-gov,22,2.2,198478
35,Bachelors,Private,24,2.4,321435
40,HS-grad,Private,39,3.9,259716
55,Masters,Private,41,4.1,191547
30,Some-college,?,37,3.7,171482
40,9th,Private,56,5.6,225927
40,HS-grad,Private,21,2.1,256504
25,HS-grad,Private,29,2.9,168526
10,Assoc-voc,Private,45,4.5,44489
80,Some-college,Local-gov,44,4.4,159449
45,Masters,Private,54,5.4,387540
40,Some-college,Private,24,2.4,314819
50,Bachelors,Private,40,4,34722
60,Bachelors,State-gov,43,4.3,125831
16,Some-college,?,20,2,239805
40,11th,Self-emp-not-inc,41,4.1,264663
40,Assoc-voc,Private,32,3.2,294121
25,Bachelors,Private,31,3.1,83912
40,HS-grad,Private,26,2.6,241626
40,Bachelors,State-gov,50,5,137815
40,Assoc-voc,Self-emp-inc,62,6.2,153891
45,HS-grad,Private,24,2.4,83774
65,Bachelors,Private,58,5.8,199067
40,Some-college,Self-emp-inc,44,4.4,57233
40,12th,Private,44,4.4,211517
50,Some-college,Self-emp-inc,37,3.7,132879
40,7th-8th,Self-emp-not-inc,65,6.5,72776
40,HS-grad,Private,33,3.3,54318
37,HS-grad,?,34,3.4,143582
60,Masters,Self-emp-not-inc,56,5.6,174564
48,Masters,Private,35,3.5,179579
40,Bachelors,Private,33,3.3,187618
48,Bachelors,Private,35,3.5,186819
60,Some-college,Self-emp-not-inc,47,4.7,60087
96,9th,Self-emp-not-inc,35,3.5,28987
40,Some-college,Private,56,5.6,187355
40,Masters,Self-emp-inc,29,2.9,218555
50,Prof-school,Self-emp-inc,53,5.3,94214
25,Assoc-voc,Private,42,4.2,204729
40,Some-college,?,20,2,281668
50,Bachelors,Private,24,2.4,236696
40,HS-grad,Private,33,3.3,179747
45,10th,Private,42,4.2,187322
50,Some-college,State-gov,38,3.8,116975
40,HS-grad,Private,32,3.2,205950
20,7th-8th,Self-emp-not-inc,20,2,190968
50,HS-grad,Private,32,3.2,160458
40,Some-college,Local-gov,28,2.8,190911
55,HS-grad,Private,51,5.1,85382
30,HS-grad,Local-gov,41,4.1,129793
50,Assoc-acdm,Local-gov,37,3.7,270181
40,HS-grad,Private,23,2.3,243723
40,HS-grad,Private,40,4,168113
40,10th,Private,47,4.7,652784
50,HS-grad,Self-emp-not-inc,46,4.6,315984
40,Bachelors,Private,24,2.4,311311
28,HS-grad,Private,40,4,111336
60,HS-grad,Self-emp-not-inc,30,3,100252
52,Prof-school,State-gov,41,4.1,186990
45,Bachelors,State-gov,37,3.7,241633
40,HS-grad,Federal-gov,49,4.9,252616
50,Bachelors,Federal-gov,41,4.1,46366
35,Assoc-voc,Local-gov,52,5.2,266138
50,Some-college,Private,23,2.3,32732
40,HS-grad,Private,34,3.4,361978
40,Bachelors,State-gov,25,2.5,77661
45,HS-grad,Self-emp-inc,44,4.4,60087
33,HS-grad,Local-gov,31,3.1,197550
40,Bachelors,Private,53,5.3,170701
50,HS-grad,Private,62,6.2,159822
55,Bachelors,Private,35,3.5,211494
40,Bachelors,Federal-gov,30,3,340899
40,HS-grad,State-gov,48,4.8,224752
40,Bachelors,Private,36,3.6,102568
33,11th,Private,32,3.2,220690
28,Some-college,Private,22,2.2,303170
40,11th,?,17,1.7,143331
40,HS-grad,Private,19,1.9,192162
40,HS-grad,Private,26,2.6,201635
40,Some-college,?,20,2,55263
35,Some-college,State-gov,56,5.6,133728
21,7th-8th,Private,45,4.5,347025
40,Some-college,Private,23,2.3,110998
40,HS-grad,Private,31,3.1,122347
8,11th,Private,30,3,127875
35,HS-grad,Private,42,4.2,167534
60,Prof-school,State-gov,27,2.7,152560
50,Bachelors,Private,37,3.7,265144
60,HS-grad,Private,31,3.1,302679
40,Bachelors,Private,33,3.3,290763
40,Preschool,Private,64,6.4,86837
40,HS-grad,Private,32,3.2,147118
40,HS-grad,?,62,6.2,103575
40,Some-college,Private,37,3.7,169469
40,11th,Private,25,2.5,189334
40,HS-grad,Private,49,4.9,139571
40,Bachelors,Private,36,3.6,111545
15,Some-college,Private,67,6.7,72776
40,HS-grad,Private,54,5.4,307973
40,Doctorate,Local-gov,45,4.5,211666
40,Some-college,Private,30,3,143766
40,HS-grad,State-gov,39,3.9,112812
20,10th,Private,57,5.7,43290
40,10th,Private,57,5.7,111385
40,HS-grad,Self-emp-not-inc,23,2.3,145744
40,HS-grad,Local-gov,49,4.9,126754
10,Bachelors,State-gov,46,4.6,54260
43,Bachelors,State-gov,41,4.1,34895
45,Assoc-voc,Private,44,4.4,166740
30,Bachelors,Private,25,2.5,143062
45,Bachelors,Local-gov,34,3.4,191957
25,Bachelors,Private,24,2.4,109456
45,Bachelors,Private,32,3.2,198183
50,HS-grad,Local-gov,27,2.7,157449
40,12th,Private,67,6.7,53874
40,HS-grad,Private,36,3.6,191754
48,Some-college,Private,40,4,320071
40,HS-grad,Private,24,2.4,164574
40,Bachelors,Private,46,4.6,185870
38,HS-grad,State-gov,44,4.4,165745
40,Some-college,Self-emp-not-inc,23,2.3,40323
90,Prof-school,Private,46,4.6,199378
40,Assoc-voc,Private,31,3.1,289889
40,Some-college,Local-gov,21,2.1,152200
40,HS-grad,Private,61,6.1,198231
15,HS-grad,Self-emp-not-inc,71,7.1,28865
40,Bachelors,Private,42,4.2,26915
5,Some-college,?,27,2.7,108926
16,Some-college,State-gov,21,2.1,204034
25,Preschool,Private,21,2.1,243368
60,Bachelors,Local-gov,28,2.8,191088
37,Assoc-acdm,Local-gov,27,2.7,194515
25,Some-college,Private,32,3.2,28984
40,HS-grad,Private,47,4.7,125892
35,Assoc-acdm,Private,22,2.2,37932
40,HS-grad,Private,56,5.6,249751
40,HS-grad,Private,20,2,191948
40,Some-college,Private,30,3,97306
25,Some-college,Private,22,2.2,176178
45,Assoc-voc,Private,28,2.8,142764
55,Masters,Private,50,5,148431
10,HS-grad,State-gov,66,6.6,148380
46,Some-college,Private,38,3.8,314890
30,12th,Private,62,6.2,177493
40,Masters,Federal-gov,36,3.6,327435
35,10th,Private,47,4.7,275967
40,HS-grad,Private,25,2.5,176520
40,Some-college,Private,26,2.6,186463
40,11th,Private,37,3.7,50380
8,7th-8th,Self-emp-not-inc,70,7,323987
40,11th,Private,52,5.2,192445
18,9th,Private,70,7,142851
40,HS-grad,State-gov,19,1.9,42750
3,11th,Private,23,2.3,199011
16,Bachelors,Private,37,3.7,98644
40,11th,Private,37,3.7,173963
40,Some-college,State-gov,45,4.5,284763
50,Bachelors,Private,29,2.9,108775
20,Bachelors,Self-emp-not-inc,56,5.6,233312
40,Masters,Private,50,5,197826
30,HS-grad,Private,20,2,123007
40,Bachelors,Private,26,2.6,264012
60,Prof-school,Self-emp-inc,41,4.1,214247
40,HS-grad,Private,21,2.1,200121
50,5th-6th,Self-emp-not-inc,48,4.8,138069
40,Some-college,Private,22,2.2,33551
35,Assoc-acdm,State-gov,37,3.7,89083
30,Some-college,Private,47,4.7,369438
40,Bachelors,Private,61,6.1,93997
40,Masters,Local-gov,47,4.7,169699
25,HS-grad,Private,37,3.7,115429
40,Assoc-voc,State-gov,46,4.6,96652
48,HS-grad,Self-emp-not-inc,42,4.2,103759
40,HS-grad,Private,41,4.1,54422
40,9th,Local-gov,33,3.3,107215
35,Bachelors,Private,24,2.4,194630
40,Assoc-acdm,Private,27,2.7,102142
39,Bachelors,Federal-gov,40,4,134638
40,10th,Private,56,5.6,46920
55,Doctorate,Federal-gov,35,3.5,207973
40,Assoc-voc,Private,24,2.4,208946
1,Some-college,Self-emp-not-inc,73,7.3,252431
50,Some-college,Private,36,3.6,251730
50,Bachelors,Private,31,3.1,301251
45,HS-grad,?,50,5,137632
40,HS-grad,Private,36,3.6,197274
40,HS-grad,Private,37,3.7,106043
55,Bachelors,Private,26,2.6,195636
40,HS-grad,Private,20,2,237956
40,Bachelors,Private,58,5.8,31532
40,Bachelors,State-gov,45,4.5,276157
40,Bachelors,?,33,3.3,207668
40,Bachelors,Private,31,3.1,142921
60,Prof-school,Private,44,4.4,217039
30,Some-college,Local-gov,19,1.9,259169
50,HS-grad,Private,54,5.4,409173
40,Masters,State-gov,31,3.1,73161
35,HS-grad,Private,27,2.7,241431
40,Some-college,Private,36,3.6,151764
40,Some-college,Federal-gov,47,4.7,131726
45,Bachelors,Private,35,3.5,334291
55,1st-4th,Private,42,4.2,67243
40,Bachelors,Private,45,4.5,370261
40,HS-grad,Private,70,7,573446
44,12th,Local-gov,27,2.7,189775
60,HS-grad,Private,36,3.6,312206
40,HS-grad,Private,23,2.3,86939
50,Bachelors,Private,25,2.5,221757
45,Some-college,Self-emp-not-inc,45,4.5,213140
30,HS-grad,Private,24,2.4,308673
50,Assoc-acdm,Private,90,9,149069
44,HS-grad,Private,50,5,69345
99,HS-grad,Private,37,3.7,112158
40,Some-college,Private,31,3.1,386299
40,11th,Private,17,1.7,61838
38,Some-college,Private,26,2.6,290286
60,Doctorate,Private,41,4.1,143069
60,HS-grad,Self-emp-inc,50,5,145714
80,HS-grad,Self-emp-not-inc,45,4.5,285570
55,Some-college,Self-emp-not-inc,54,5.4,399705
40,HS-grad,Private,54,5.4,186224
40,HS-grad,Private,38,3.8,172918
38,HS-grad,Private,22,2.2,198270
40,HS-grad,Private,43,4.3,307767
30,HS-grad,?,19,1.9,208630
40,Bachelors,Private,30,3,169002
40,9th,?,31,3.1,186369
40,HS-grad,Private,42,4.2,99203
40,Some-college,Private,48,4.8,197836
35,Some-college,Private,56,5.6,140136
36,Some-college,Local-gov,21,2.1,402230
40,Bachelors,Private,45,4.5,167159
40,Prof-school,Private,37,3.7,116409
30,Bachelors,Local-gov,38,3.8,105161
50,Some-college,Private,34,3.4,263908
40,HS-grad,Private,29,2.9,189565
40,HS-grad,Private,24,2.4,224059
23,Masters,?,79,7.9,27457
55,Assoc-acdm,Private,35,3.5,240988
70,10th,Self-emp-not-inc,39,3.9,41017
12,7th-8th,Self-emp-not-inc,73,7.3,214498
40,Assoc-voc,Private,57,5.7,186361
50,Bachelors,Self-emp-inc,35,3.5,165799
32,HS-grad,Private,60,6,266983
40,Some-college,?,19,1.9,165416
40,HS-grad,Private,54,5.4,226497
40,Bachelors,Self-emp-not-inc,53,5.3,99516
40,Some-college,Private,23,2.3,177287
48,Some-college,Self-emp-not-inc,57,5.7,27385
48,10th,Self-emp-not-inc,27,2.7,147452
40,HS-grad,Private,25,2.5,144334
40,HS-grad,Private,38,3.8,217926
60,Some-college,Private,48,4.8,153312
45,HS-grad,Private,24,2.4,126822
40,Some-college,Self-emp-inc,67,6.7,51415
35,HS-grad,Private,20,2,171886
40,Doctorate,Private,38,3.8,216319
40,7th-8th,Private,54,5.4,279337
40,Some-college,Self-emp-not-inc,20,2,115085
55,10th,Private,57,5.7,453233
44,Bachelors,Federal-gov,34,3.4,400943
49,HS-grad,Private,34,3.4,226883
16,HS-grad,Private,80,8,138050
40,HS-grad,Private,40,4,204585
35,11th,Local-gov,19,1.9,220558
56,Some-college,Private,35,3.5,198841
40,HS-grad,Private,21,2.1,67244
40,11th,Local-gov,59,5.9,75785
40,Some-college,Private,53,5.3,85423
40,Assoc-voc,Self-emp-not-inc,41,4.1,134724
55,HS-grad,Private,59,5.9,109567
35,Some-college,?,21,2.1,132053
40,1st-4th,Private,52,5.2,157413
40,5th-6th,Private,48,4.8,238567
40,12th,Private,24,2.4,153133
40,Prof-school,Private,49,4.9,186256
50,HS-grad,Private,19,1.9,260265
40,HS-grad,Private,50,5,131819
60,Assoc-acdm,Private,39,3.9,141584
40,HS-grad,Private,25,2.5,245121
40,7th-8th,Private,66,6.6,22502
40,Some-college,Private,30,3,23778
80,Masters,Private,49,4.9,380922
45,Some-college,Self-emp-not-inc,40,4,173651
40,10th,Private,38,3.8,191137
40,11th,Private,25,2.5,217006
37,HS-grad,State-gov,51,5.1,22211
40,Bachelors,Local-gov,23,2.3,57711
67,9th,Self-emp-not-inc,60,6,123190
60,HS-grad,Private,44,4.4,110028
60,Prof-school,Self-emp-not-inc,53,5.3,174102
20,Bachelors,Self-emp-not-inc,66,6.6,183249
45,HS-grad,?,18,1.8,240183
40,Assoc-voc,Local-gov,44,4.4,49665
40,HS-grad,Private,38,3.8,210438
40,Bachelors,Private,30,3,53373
42,HS-grad,Private,36,3.6,295706
40,Some-college,Local-gov,38,3.8,273457
45,Bachelors,Federal-gov,31,3.1,165949
35,11th,Private,26,2.6,142152
25,Some-college,Private,23,2.3,189203
40,Bachelors,State-gov,58,5.8,179089
40,Bachelors,Self-emp-not-inc,44,4.4,53956
40,Prof-school,Self-emp-inc,59,5.9,77816
40,Some-college,Local-gov,36,3.6,74593
52,Some-college,Private,42,4.2,196158
20,11th,Private,17,1.7,28544
15,10th,Local-gov,59,5.9,662460
40,Some-college,Private,22,2.2,152328
45,Bachelors,Private,40,4,120277
40,Bachelors,Private,36,3.6,180278
15,HS-grad,?,19,1.9,426589
25,HS-grad,Private,49,4.9,111558
40,Some-college,?,18,1.8,243203
25,HS-grad,Self-emp-not-inc,38,3.8,195686
40,HS-grad,Private,48,4.8,226696
40,HS-grad,?,53,5.3,118058
46,Assoc-acdm,Private,33,3.3,172237
40,Assoc-voc,Self-emp-not-inc,34,3.4,114074
50,Masters,Federal-gov,41,4.1,171589
20,Assoc-acdm,?,20,2,184271
40,HS-grad,Local-gov,58,5.8,218724
40,10th,Private,52,5.2,134190
47,Some-college,Local-gov,45,4.5,181964
40,7th-8th,Private,37,3.7,385330
40,HS-grad,Private,48,4.8,242406
40,Bachelors,Federal-gov,40,4,107584
45,Bachelors,Private,29,2.9,127892
10,Assoc-voc,Private,33,3.3,160261
24,HS-grad,?,51,5.1,285200
48,HS-grad,Private,48,4.8,153254
40,Bachelors,Self-emp-not-inc,36,3.6,294672
35,Some-college,Private,31,3.1,145924
50,Some-college,Self-emp-not-inc,41,4.1,280005
40,Bachelors,Federal-gov,29,2.9,66893
40,Some-college,Private,20,2,47039
40,Bachelors,Federal-gov,53,5.3,36186
40,HS-grad,Private,37,3.7,159383
35,Bachelors,Private,28,2.8,192010
40,Bachelors,Private,27,2.7,216479
40,Preschool,?,57,5.7,274680
40,Some-college,Private,23,2.3,211345
56,Assoc-voc,Private,25,2.5,203561
38,Some-college,Private,63,6.3,170815
18,Some-college,Self-emp-not-inc,65,6.5,200565
40,HS-grad,Private,77,7.7,89655
40,HS-grad,Private,32,3.2,234195
40,HS-grad,Private,40,4,98466
40,HS-grad,Private,67,6.7,191437
40,HS-grad,Private,35,3.5,77792
40,Masters,Local-gov,24,2.4,134181
50,Doctorate,State-gov,53,5.3,195690
40,Masters,Self-emp-inc,37,3.7,94869
40,Some-college,State-gov,44,4.4,267464
40,11th,?,25,2.5,257006
20,11th,Private,17,1.7,81010
60,Assoc-voc,Private,47,4.7,54260
40,10th,Federal-gov,62,6.2,171995
60,Assoc-acdm,Private,39,3.9,245665
30,11th,?,18,1.8,35855
40,Some-college,State-gov,32,3.2,189838
40,Bachelors,Private,25,2.5,629900
65,HS-grad,Private,30,3,84119
50,Masters,Private,47,4.7,47343
40,10th,Private,40,4,103614
40,HS-grad,Private,38,3.8,303092
40,Masters,State-gov,41,4.1,124520
20,Some-college,Private,21,2.1,220857
48,Assoc-acdm,State-gov,32,3.2,247481
50,7th-8th,Private,54,5.4,283281
25,Preschool,Private,31,3.1,25610
40,Assoc-voc,Private,42,4.2,13769
40,10th,Private,23,2.3,283969
33,HS-grad,Private,18,1.8,185522
12,7th-8th,?,65,6.5,173309
50,Some-college,Private,37,3.7,144005
40,Assoc-acdm,State-gov,53,5.3,205949
84,HS-grad,Private,50,5,158948
40,HS-grad,Private,64,6.4,240357
60,Masters,Private,55,5.5,243929
40,Bachelors,Private,63,6.3,201700
45,Some-college,Private,53,5.3,208402
40,11th,Private,18,1.8,120599
40,11th,Private,33,3.3,231826
40,11th,Private,62,6.2,499971
48,Masters,Private,56,5.6,227972
43,Masters,State-gov,58,5.8,299680
38,10th,Private,33,3.3,231822
45,HS-grad,Private,58,5.8,185459
50,Bachelors,Private,44,4.4,90582
40,7th-8th,Private,81,8.1,184615
35,HS-grad,Private,28,2.8,173858
40,HS-grad,Private,28,2.8,132326
45,Bachelors,Private,43,4.3,315037
40,HS-grad,Private,51,5.1,175122
52,Some-college,Private,23,2.3,239577
45,HS-grad,Self-emp-not-inc,48,4.8,96975
48,Bachelors,Self-emp-inc,45,4.5,61885
70,10th,Private,48,4.8,185870
16,HS-grad,State-gov,37,3.7,142282
50,Masters,Private,34,3.4,334744
60,Some-college,Self-emp-not-inc,63,6.3,201600
40,7th-8th,Private,38,3.8,34378
40,HS-grad,Private,29,2.9,180271
40,9th,Private,33,3.3,123833
40,5th-6th,Private,47,4.7,213304
30,9th,Private,30,3,296538
40,Some-college,Private,35,3.5,391937
40,Bachelors,Self-emp-inc,54,5.4,175339
50,Masters,Private,26,2.6,60726
54,HS-grad,Private,39,3.9,191103
40,HS-grad,State-gov,34,3.4,32174
40,Bachelors,Private,55,5.5,176219
76,Assoc-voc,Self-emp-not-inc,33,3.3,294434
36,7th-8th,Private,17,1.7,310885
38,10th,Private,27,2.7,171133
41,9th,Private,53,5.3,162951
40,Some-college,Private,43,4.3,223934
40,HS-grad,Private,22,2.2,23940
50,Bachelors,Private,52,5.2,88073
40,7th-8th,Private,60,6,57371
65,Bachelors,Self-emp-not-inc,55,5.5,73684
40,HS-grad,Private,39,3.9,107164
40,Bachelors,Private,29,2.9,120126
50,HS-grad,Self-emp-not-inc,41,4.1,54611
40,HS-grad,Private,61,6.1,131117
40,10th,Federal-gov,71,7.1,101676
35,Some-college,Private,20,2,403965
40,Bachelors,Private,33,3.3,177083
40,HS-grad,Private,52,5.2,173987
40,Some-college,Private,40,4,352080
40,HS-grad,?,26,2.6,102400
99,Prof-school,Local-gov,31,3.1,378426
50,Bachelors,Private,42,4.2,210857
21,HS-grad,Private,63,6.3,165775
45,11th,Private,53,5.3,295896
40,10th,State-gov,34,3.4,238944
40,Some-college,Private,48,4.8,149640
20,Bachelors,?,67,6.7,106175
24,HS-grad,Private,49,4.9,191320
55,Bachelors,Local-gov,28,2.8,134771
40,Some-college,?,51,5.1,295538
60,Prof-school,Private,44,4.4,120277
40,HS-grad,Private,27,2.7,82393
20,5th-6th,Private,49,4.9,146121
30,7th-8th,Private,34,3.4,162544
35,Bachelors,Self-emp-not-inc,27,2.7,216178
36,Some-college,Self-emp-not-inc,38,3.8,248694
40,Bachelors,Private,24,2.4,219140
48,Some-college,Private,29,2.9,360401
40,HS-grad,Private,39,3.9,319962
40,Masters,Private,50,5,115284
42,HS-grad,Private,42,4.2,29702
7,HS-grad,?,63,6.3,107085
40,Masters,State-gov,44,4.4,204361
40,HS-grad,Private,58,5.8,218312
50,Some-college,Private,25,2.5,182332
35,Some-college,Private,23,2.3,127876
40,Some-college,Private,20,2,316702
45,Some-college,Self-emp-not-inc,46,4.6,292549
35,HS-grad,Private,21,2.1,203178
40,10th,Private,63,6.3,180099
40,Assoc-acdm,Private,38,3.8,154541
55,Some-college,Private,27,2.7,95465
50,Masters,Private,41,4.1,171839
50,Bachelors,Private,43,4.3,115562
40,Bachelors,State-gov,39,3.9,42478
99,5th-6th,?,48,4.8,117054
45,Prof-school,Self-emp-inc,56,5.6,124137
60,Doctorate,State-gov,44,4.4,107503
40,Some-college,Private,24,2.4,70261
40,Assoc-acdm,Private,49,4.9,367037
70,Assoc-voc,Private,38,3.8,258339
35,HS-grad,Self-emp-not-inc,36,3.6,269509
20,Doctorate,State-gov,27,2.7,301302
40,HS-grad,Private,50,5,369367
52,Some-college,Private,46,4.6,224582
10,Bachelors,Local-gov,41,4.1,343591
16,11th,?,45,4.5,53540
40,12th,Private,46,4.6,153536
48,HS-grad,?,65,6.5,91262
50,Prof-school,Private,44,4.4,238574
50,Some-college,Private,35,3.5,247558
45,Assoc-acdm,Self-emp-not-inc,44,4.4,188278
50,HS-grad,Private,51,5.1,194995
35,7th-8th,Local-gov,74,7.4,168782
35,HS-grad,Private,32,3.2,287229
30,Some-college,Private,22,2.2,202153
40,10th,?,58,5.8,230586
40,HS-grad,Private,47,4.7,115358
40,12th,Private,32,3.2,78283
25,Some-college,Federal-gov,64,6.4,168854
25,Masters,Private,44,4.4,222011
40,Bachelors,Private,59,5.9,157749
35,HS-grad,Private,34,3.4,203814
40,Bachelors,Private,54,5.4,74660
30,Some-college,Private,33,3.3,292603
60,1st-4th,Private,44,4.4,172364
40,Some-college,Private,31,3.1,305619
40,HS-grad,State-gov,30,3,157990
17,11th,Private,18,1.8,120243
55,Prof-school,Self-emp-not-inc,56,5.6,296991
40,HS-grad,Private,24,2.4,174845
40,Some-college,Private,23,2.3,180475
40,11th,Private,51,5.1,152652
20,Bachelors,Private,24,2.4,172941
40,HS-grad,Federal-gov,39,3.9,450770
40,HS-grad,Self-emp-not-inc,49,4.9,166003
40,HS-grad,?,22,2.2,204935
45,Masters,State-gov,42,4.2,60949
39,Masters,Local-gov,51,5.1,181132
24,Some-college,Private,20,2,408988
40,10th,Private,49,4.9,169515
50,Prof-school,Private,31,3.1,250087
40,Some-college,Private,41,4.1,208613
60,HS-grad,Private,35,3.5,225172
30,Some-college,?,20,2,125905
42,Assoc-voc,Private,35,3.5,165007
8,Masters,Private,46,4.6,165346
60,HS-grad,Private,35,3.5,37655
20,Some-college,Private,21,2.1,172047
40,12th,Private,45,4.5,178530
40,Assoc-acdm,Local-gov,37,3.7,347491
40,Assoc-acdm,Self-emp-inc,45,4.5,208049
24,10th,Private,18,1.8,111019
45,Some-college,Self-emp-not-inc,53,5.3,163826
40,Bachelors,Local-gov,24,2.4,117023
40,HS-grad,Private,35,3.5,281982
40,HS-grad,Private,28,2.8,150025
56,HS-grad,Private,50,5,176215
50,HS-grad,Private,38,3.8,166062
40,HS-grad,Local-gov,34,3.4,28568
32,Some-college,Private,53,5.3,53833
45,Assoc-acdm,Private,46,4.6,219967
45,Some-college,Private,50,5,309017
40,Some-college,Private,45,4.5,353083
23,Assoc-voc,Private,29,2.9,257992
40,Bachelors,Private,41,4.1,283174
50,Bachelors,Self-emp-not-inc,43,4.3,185413
56,Some-college,Private,29,2.9,207513
45,Some-college,Private,53,5.3,56213
40,HS-grad,Private,24,2.4,100961
40,HS-grad,Private,35,3.5,51700
30,Some-college,Private,25,2.5,199224
56,Assoc-voc,Local-gov,43,4.3,70055
45,10th,Private,38,3.8,183683
35,7th-8th,Private,64,6.4,45868
40,Bachelors,Private,37,3.7,94706
35,HS-grad,Private,48,4.8,322183
50,HS-grad,Self-emp-not-inc,27,2.7,226976
40,Bachelors,Private,45,4.5,262678
38,Masters,Private,41,4.1,135056
60,Bachelors,?,33,3.3,148380
40,9th,Private,42,4.2,270710
50,Bachelors,Private,29,2.9,166220
49,HS-grad,Private,29,2.9,229803
30,Bachelors,Self-emp-inc,71,7.1,172652
40,10th,Federal-gov,29,2.9,204796
16,Bachelors,State-gov,23,2.3,186634
2,Bachelors,Private,28,2.8,106672
40,Bachelors,Private,55,5.5,135339
40,Bachelors,State-gov,47,4.7,287547
40,Some-college,?,21,2.1,197583
40,HS-grad,Private,33,3.3,159737
40,12th,Local-gov,35,3.5,252217
45,Bachelors,Self-emp-inc,42,4.2,202466
40,HS-grad,Private,33,3.3,123031
40,Masters,Private,30,3,226296
40,Some-college,Private,37,3.7,232036
25,HS-grad,?,19,1.9,233779
40,Some-college,?,21,2.1,152328
35,Some-college,Self-emp-not-inc,46,4.6,481987
40,HS-grad,Private,42,4.2,107563
58,Masters,Private,28,2.8,184806
40,HS-grad,Private,36,3.6,188850
40,HS-grad,Private,39,3.9,127573
40,HS-grad,Private,27,2.7,72443
38,HS-grad,Private,57,5.7,142080
12,HS-grad,Private,50,5,143353
40,Some-college,Private,63,6.3,172433
50,Some-college,Private,44,4.4,67874
40,10th,Private,38,3.8,415578
40,Some-college,Self-emp-not-inc,30,3,370498
25,Some-college,Private,20,2,140513
50,Prof-school,Self-emp-not-inc,44,4.4,193882
40,HS-grad,Private,24,2.4,289909
40,Some-college,Private,26,2.6,284078
70,Some-college,Self-emp-not-inc,42,4.2,83953
40,HS-grad,Private,54,5.4,167380
45,Some-college,State-gov,45,4.5,112761
40,1st-4th,Private,37,3.7,420040
40,Bachelors,Federal-gov,30,3,42900
40,Some-college,Private,36,3.6,32086
50,9th,Private,19,1.9,291181
40,Assoc-acdm,Private,22,2.2,71009
40,HS-grad,Federal-gov,65,6.5,200764
25,10th,?,52,5.2,133336
30,HS-grad,Self-emp-not-inc,36,3.6,166193
40,HS-grad,Private,22,2.2,240229
50,Assoc-voc,Private,28,2.8,334032
